,Ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
470,SPWR,95134,Technology,3660.0,"SunPower Corporation, a solar technology and energy services provider, offers solar, storage, and home energy solutions to customers primarily in the United States and Canada. It operates through Residential, Light Commercial; Commercial and Industrial Solutions; and Others segments. The company provides solar, storage, and home energy solutions and components through a combination of its third-party installing and non-installing dealer network and resellers, as well as in-house sales team; and turn-key engineering, procurement, and construction services and sale of energy under power purchase agreements. It also offers commercial roof, carport, and ground mounted systems; and post-installation monitoring and maintenance services. In addition, the company provides residential leasing services, as well as sells inverters manufactured by third parties. It primarily serves investors, financial institutions, project developers, electric utilities, independent power producers, commercial and governmental entities, production home builders, residential owners, and small commercial building owners. The company was incorporated in 1985 and is headquartered in San Jose, California. SunPower Corporation is a subsidiary of TotalEnergies SE.",San Jose,408 240 5500,CA,United States,[],https://us.sunpower.com,1,51 Rio Robles,Solar,-0.0081,-0.01175,0.17295,-112843000.0,0.459,-0.0174,-11619000.0,6.99,hold,221607000.0,22243876.0,20.0,16.79,,1.098,-0.00985,17.0,18.97,158.439,0.01997,24.0,451084992.0,569841984.0,1433634048.0,2.594,USD,8.288,0.579,3.1,NMS,SunPower Corporation,SunPower Corporation,America/New_York,EDT,False,-14400000,EQUITY,SPWR,finmb_11420997,us_market,,2.554,,-315.12,,,0.67,,172988000.0,,,,2.371,14736695.0,0.0848,,1641081600.0,0.3774,7623000.0,2.481,,,7.0814004,0.51372004,1704153600.0,,1648944000.0,5.28,1655251200.0,84679718.0,1.810131,3661381632.0,2,,1598486400.0,1527:1000,,,,,2.0259485,1657843200.0,-0.96,,25.059702,,0.1824,15860294.0,,,,16.73,17.5,19.71945,,0.0,,17.71,,4395600,16.73,24.3838,,17.5,,4395600,,,,,,,16.535,USD,4189144,,,,2904468736.0,,,3504951,16.535,17.4,800,4189144,34.61,,,12.78,16.77,False,,3100,17.71,,16.79,,https://logo.clearbit.com/us.sunpower.com,,6.767433,,,,,09eaa69a-d13f-3dc8-b5db-339019a2d717
471,SRCL,60015,Industrials,14550.0,"Stericycle, Inc., together with its subsidiaries, provides regulated and compliance solutions in the United States, Europe, and internationally. The company offers regulated waste and compliance services, including sharps disposable and management solutions; pharmaceutical waste services; hazardous waste disposal; maritime waste services, such as seaport and airport waste; and compliance programs under the Steri-Safe, Clinical Services, First Practice Management, SeguriMed, and EnviroAssure brand names. It also provides secure information destruction services, including document and hard drive destruction services under the Shred-it brand; and communication solutions, such as appointment reminders, secure messaging, event registration, and other communications specifically for hospitals and integrated delivery networks. The company serves healthcare businesses, including hospitals, physician and dental practices, outpatient clinics, long-term care facilities, etc.; retailers and manufacturers; financial and professional service providers; governmental entities; and other businesses. Stericycle, Inc. was incorporated in 1989 and is headquartered in Bannockburn, Illinois.",Bannockburn,847 367 5910,IL,United States,[],https://www.stericycle.com,1,2355 Waukegan Road,Waste Management,0.15467,-0.02577,0.3735,201700000.0,-0.006,0.06829,408800000.0,47.0,buy,1004500000.0,200787504.0,72.5,40.84,,0.916,0.020499999,4.0,69.25,86.638,-0.027780002,85.0,59600000.0,2063200000.0,2643099904.0,0.647,USD,28.761,0.772,2.4,NMS,"Stericycle, Inc.","Stericycle, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SRCL,finmb_34780,us_market,,2.393,,15.469,,,2.87,,91863000.0,,,,26.636,2629597.0,0.0286,,1640908800.0,1.03111,-68100000.0,-0.129,,,1.5332633,0.00418,1703980800.0,,1648684800.0,5.82,1655251200.0,91857874.0,1.318859,6323668992.0,2,,1180656000.0,2:1,,,,,1.4194261,1657843200.0,1.98,,14.229966,,0.0325,2107900.0,,,,40.87,41.39,51.34245,,0.0,,42.0,,606020,40.87,48.225,,41.39,,606020,,,,,,,40.786,USD,814908,,,,3751684864.0,,,416746,40.786,40.84,900,814908,70.91,,,39.63,40.81,False,,1000,42.0,,40.84,,https://logo.clearbit.com/stericycle.com,847 367 9493,,,,,,afa97151-eb09-3705-8b87-bf95f1d97b10
472,SRPT,02142,Healthcare,840.0,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; and VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping. The company is also developing AMONDYS 45, a product candidate that uses phosphorodiamidate morpholino oligomer chemistry and exon-skipping technology to skip exon 45 of the dystrophin gene; SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",Cambridge,617 274 4000,MA,United States,[],https://www.sarepta.com,1,215 First Street,Biotechnology,-0.46296,-0.46561,-0.14383,-363976000.0,0.435,-0.5148,-354531008.0,80.0,buy,-165844000.0,53985000.0,112.0,114.41,,5.563,-0.08465,18.0,117.61,134.822,-0.51217,160.0,2013425024.0,1155270016.0,765785984.0,23.01,USD,9.203,4.859,1.9,NMS,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",America/New_York,EDT,False,-14400000,EQUITY,SRPT,finmb_362584,us_market,,9.5,,-20.52,,,-4.52,,87076896.0,,,,9.597,5361024.0,0.061300002,,1640908800.0,0.82913,-356555008.0,-7.11,,,11.921434,0.04281,1703980800.0,,1648684800.0,5.49,1655251200.0,83657919.0,1.209876,7275059200.0,2,,1342051200.0,1:6,,,,,13.009468,1657843200.0,-0.19,,-25.311947,,0.0641,4978201.0,,,,112.45,114.765,85.38845,,0.0,,116.98,,1003470,112.45,110.8386,,114.765,,1003470,,,,,,,112.94,USD,876220,,,,9962468352.0,,,1098076,112.94,115.05,1400,876220,120.23,,,61.28,110.51,False,,800,116.98,,114.41,,https://logo.clearbit.com/sarepta.com,,,Suite 415,,,,a2cf71a4-bc1e-31eb-ba87-88708e94f662
473,SSB,33880,Financial Services,4929.0,"SouthState Corporation operates as the bank holding company for SouthState Bank, National Association that provides a range of banking services and products to individuals and companies. It accepts checking accounts, savings deposits, interest-bearing transaction accounts, certificates of deposits, money market accounts, and other time deposits. The company also offers commercial real estate loans, residential real estate loans, commercial, and industrial loans, as well as consumer loans, including auto, boat, and personal installment loans. In addition, it provides debit card, mobile and funds transfer products, and treasury management services comprising merchant, automated clearing house, lock-box, remote deposit capture, and other treasury services. Further, the company offers safe deposit boxes, bank money orders, wire transfer, brokerage services, and alternative investment products, including annuities, mutual funds, and trust and asset management services; and credit cards, letters of credit, and home equity lines of credit. As of December 31, 2021, it served customers through 281 branches in Florida, South Carolina, Alabama, Georgia, North Carolina, and Virginia. SouthState Corporation also serves its customers through online, mobile, and telephone banking platforms. The company was formerly known as First Financial Holdings, Inc. and changed its name to SouthState Corporation in July 2013. SouthState Corporation was founded in 1933 and is headquartered in Winter Haven, Florida.",Winter Haven,863 293 4710,FL,United States,[],https://www.southstatebank.com,1,1101 First Street South,Banks—Regional,0.0,0.30258,0.0,,-0.02,0.44731,,85.0,buy,1552700000.0,,90.0,89.15,0.129,,0.010369999,7.0,91.0,,0.091680005,100.0,4810186752.0,1062459008.0,1484352000.0,63.664,USD,20.715,,2.3,NMS,SouthState Corporation,SouthState Corporation,America/New_York,EDT,False,-14400000,EQUITY,SSB,finmb_358763,us_market,,1.79,,,,,6.07,,69820000.0,,,,66.43,1777962.0,0.023599999,,1640908800.0,0.8634,449137984.0,3.782,,,1.3420142,0.01432,1703980800.0,,1656547200.0,4.32,1655251200.0,74408253.0,0.786292,2657149696.0,2,,1173225600.0,105:100,,,,0.204,4.193381,1657843200.0,1.03,,14.686985,,0.0238,1808540.0,,,,86.99,88.52,81.6351,0.02161168,0.3146,,89.65,,312800,86.99,81.859,1.88,88.52,,312800,,,2.0,1660176000.0,,,87.96,USD,314532,,,,6224453120.0,,,333512,87.96,91.0,1200,314532,93.34,,2.26,72.26,37.6,False,0.023599999,1300,89.65,,89.15,,https://logo.clearbit.com/southstatebank.com,,23.572184,Suite 202,,,,e7b26d65-3c8b-34a4-8bef-062ac0b67374
474,SSNC,06095,Technology,24900.0,"SS&C Technologies Holdings, Inc., together with its subsidiaries, provides software products and software-enabled services to financial services and healthcare industries. The company owns and operates technology stack across securities accounting; front-office functions, such as trading and modeling; middle-office functions include portfolio management and reporting; back-office functions, such as accounting, performance measurement, reconciliation, reporting, processing and clearing, and compliance and tax reporting; and healthcare solutions comprising claims adjudication, benefit management, care management, and business intelligence solutions. Its products and services allow professionals in the financial services and healthcare industries to automate complex business processes and are instrumental in helping its clients to manage information processing requirements. The company's software-enabled services include SS&C GlobeOp, Global Investor and Distribution Solutions, SS&C Retirement Solutions, Black Diamond Wealth Platform, Bluedoor, Advent Outsourcing Services, Advent Data Solutions, ALPS Advisors, and Virtual Data Rooms, as well as pharmacy, healthcare administration, and health outcomes optimization solutions. Its software products comprise portfolio/investment accounting and analytics software, portfolio management software, trading software, digital process automation product suite, and banking and lending solutions, as well as research, analytics, risk, and training solutions. The company also provides professional services, including consulting and implementation services to assist clients; and product support services. It operates in the United States; the United Kingdom; Europe, the Middle East, and Africa; the Asia Pacific and Japan; Canada; and the Americas. The company was founded in 1986 and is headquartered in Windsor, Connecticut.",Windsor,860 298 4500,CT,United States,[],https://www.ssctech.com,1,80 Lamberton Road,Software—Application,0.35147998,0.13855,0.48469,1314200064.0,0.055,0.23534,1821500032.0,63.0,buy,2421800000.0,1342362496.0,77.0,49.01,-0.408,1.112,0.04364,12.0,77.0,123.419,0.12021,93.0,438300000.0,7546100224.0,5182300160.0,1.719,USD,20.319,0.467,2.0,NMS,"SS&C Technologies Holdings, Inc","SS&C Technologies Holdings, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SSNC,finmb_34709,us_market,,4.293,,12.215,,,4.97,,254268992.0,,,,22.312,2948495.0,0.0116,,1640908800.0,0.86609,718000000.0,2.629,,,2.1965756,0.12614,1703980800.0,,1656547200.0,1.8,1655251200.0,208028988.0,1.529161,22249033728.0,2,,1466985600.0,2:1,,,,-0.417,2.4046702,1657843200.0,1.44,,9.861167,,0.013200001,2626187.0,,,,47.1,48.14,65.68585,0.011995754,0.2825,,49.12,,1321310,47.1,54.4678,0.565,48.14,,1321310,,,0.8,1653955200.0,,,48.14,USD,1432716,,,,12461722624.0,,,1511075,48.14,78.01,1000,1432716,84.85,,0.75,45.25,44.8,False,0.0135,1400,49.12,,49.01,,https://logo.clearbit.com/ssctech.com,,18.642069,,,,,0f8ed765-63a4-38d1-9c45-161c1e6d552c
475,SSRM,80237,Basic Materials,2429.0,"SSR Mining Inc., together with its subsidiaries, engages in the acquisition, exploration, development, and operation of precious metal resource properties in Turkey and the Americas. The company explores for gold, silver, copper, lead, and zinc deposits. Its projects include the Çöpler Gold mine located in Erzincan, Turkey; the Marigold mine located in Humboldt County, Nevada, the United States; the Seabee Gold Operation located in Saskatchewan, Canada; and the Puna Operations in Jujuy, Argentina. The company was formerly known as Silver Standard Resources Inc. and changed its name to SSR Mining Inc. in August 2017. SSR Mining Inc. was incorporated in 1946 and is based in Denver, Colorado.",Denver,303 292 1299,CO,United States,[],https://www.ssrmining.com,1,6900 E. Layton Avenue,Gold,0.51374,0.22333999,0.58748,543670016.0,-0.03,0.35455,751680000.0,22.0,buy,878350000.0,393400736.0,28.0,13.59,-0.357,6.023,0.06184,4.0,27.5,11.26,0.09305,32.0,1033220992.0,460088992.0,1463160960.0,4.859,USD,6.832,4.186,2.0,NMS,SSR Mining Inc.,SSR Mining Inc.,America/New_York,EDT,False,-14400000,EQUITY,SSRM,finmb_412632,us_market,,2.337,,4.549,,,0.46,,211811008.0,,,,15.602,8266869.0,0.039,,1640908800.0,0.64002997,326777984.0,0.872,,,0.8710422,0.0054400004,1703980800.0,,1648684800.0,2.05,1655251200.0,211492689.0,1.034327,3419193088.0,2,,,,,,,-0.379,1.967324,1657843200.0,-0.43,,29.543478,,0.045100003,5294955.0,,,,13.57,14.06,17.93195,0.011053796,0.1507,,14.15,,1743260,13.57,14.3268,0.15,14.06,,1743260,,,0.28,1652313600.0,,,13.52,USD,1280839,,,,2878511616.0,,,1800345,13.52,13.58,4000,1280839,24.58,,,12.86,13.5,False,0.017,1800,14.15,,13.59,,https://logo.clearbit.com/ssrmining.com,303 221 9524,15.584863,Suite 1300,,,,fd1d9444-d15c-3ed0-ae02-8025c9bbeb41
476,STAA,92630,Healthcare,692.0,"STAAR Surgical Company, together with its subsidiaries, designs, develops, manufactures, markets, and sells implantable lenses for the eye, and companion delivery systems to deliver the lenses into the eye. The company provides Visian implantable Collamer lens product family (ICLs) to treat visual disorders, such as myopia, hyperopia, astigmatism, and presbyopia; and Hyperopic ICL, which treats far-sightedness. It also offers preloaded silicone cataract intraocular lenses and injector systems for use in cataract surgery. In addition, the company sells injector parts, and other related instruments and devices. It markets its products to health care providers, including ophthalmic surgeons, vision and surgical centers, hospitals, government facilities, and distributors, as well as products are primarily used by ophthalmologists. The company sells its products directly through its sales representatives in the United States, Japan, Germany, Spain, Canada, the United Kingdom, and Singapore, as well as through own representatives and independent distributors in China, Korea, India, France, Benelux, Italy, and internationally. STAAR Surgical Company was incorporated in 1982 and is headquartered in Lake Forest, California.",Lake Forest,626 303 7902,CA,United States,[],https://www.staar.com,1,25651 Atlantic Ocean Drive,Medical Instruments & Supplies,0.17177999,0.11984,0.77704,32586000.0,0.245,0.15627,41730000.0,72.0,buy,178637000.0,14030875.0,97.0,71.85,0.9,6.651,0.07691,7.0,101.0,11.53,0.1187,165.0,193067008.0,31859000.0,242920000.0,4.038,USD,5.115,5.895,1.7,NGM,STAAR Surgical Company,STAAR Surgical Company,America/New_York,EDT,False,-14400000,EQUITY,STAA,finmb_305046,us_market,,15.219,,88.591,,,0.63,,47600300.0,,,,4.247,2932991.0,0.061300002,,1640908800.0,0.95263,29111000.0,0.12,,,16.917824,0.00653,1703980800.0,,1648771200.0,6.82,1655251200.0,38792103.0,1.076202,3696918784.0,2,,706147200.0,1:2,,,,0.923,14.079044,1657843200.0,4.13,,114.047615,,0.1285,3333660.0,,,,68.97,70.29,74.83325,,0.0,,73.0,,368590,68.97,86.3624,,70.29,,368590,,,,,,,69.86,USD,321283,,,,3420081408.0,,,426989,69.86,73.3,800,321283,128.31,,,49.03,69.08,False,,900,73.0,,71.85,,https://logo.clearbit.com/staar.com,626 359 8402,598.75,,,,,51550316-4a27-311b-bf45-06272dcb772f
477,STLD,46804,Basic Materials,10640.0,"Steel Dynamics, Inc., together with its subsidiaries, operates as a steel producer and metal recycler in the United States. It operates through three segments: Steel Operations, Metals Recycling Operations, and Steel Fabrication Operations. The Steel Operations segment offers hot roll, cold roll, and coated steel products; parallel flange beams and channel sections, flat bars, large unequal leg angles, and reinforcing bars, as well as standard strength carbon, intermediate alloy hardness, and premium grade rail products; and engineered special-bar-quality products, merchant-bar-quality products, and other engineered round steel bars. The company also engages in turning, polishing, straightening, chamfering, threading, precision saw-cutting, and heat treating of bar products; and cutting to length, straightening, hole punching, shot blasting, welding, galvanizing, and coating of specialty products. Its products are used in construction, automotive, manufacturing, transportation, heavy and agriculture equipment, and pipe and tube markets. This segment sells directly to end-users, steel fabricators, and service centers. The Metals Recycling Operations segment purchases, processes, and resells ferrous and nonferrous scrap metals into reusable forms and grades. Its ferrous products include heavy melting steel, busheling, bundled scrap, shredded scrap, steel turnings, and cast-iron products; and nonferrous products comprise aluminum, brass, copper, stainless steel, and other nonferrous metals. This segment also provides transportation logistics, marketing, brokerage, and scrap management services. The Steel Fabrication Operations segment produces non-residential steel building components, such as steel joists, girders, trusses, and steel deck products. The company also exports its products. Steel Dynamics, Inc. was incorporated in 1993 and is headquartered in Fort Wayne, Indiana.",Fort Wayne,260 969 3500,IN,United States,[],https://stld.steeldynamics.com,1,7575 West Jefferson Boulevard,Steel,0.28046,0.19812,0.31685,3175535104.0,0.391,0.26437,6221035008.0,60.0,buy,5362424000.0,1477630848.0,89.0,80.02,0.94,3.522,0.30043,11.0,85.48,40.38,0.70239997,100.0,1358089984.0,3048246016.0,22181724160.0,7.284,USD,113.987,1.825,2.5,NMS,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",America/New_York,EDT,True,-14400000,EQUITY,STLD,finmb_34768,us_market,,0.729,,2.599,,,4.19,,198451008.0,,,,22.388,4487003.0,0.0238,,1640908800.0,0.8604,4394753024.0,3.74,,,3.574236,0.05454,1703980800.0,,1656547200.0,2.19,1655251200.0,176224978.0,1.389953,16170801152.0,2,,1206921600.0,2:1,,,,0.722,0.71590686,1657843200.0,0.14,,19.09785,,0.0339,7662422.0,,,,78.06,79.03,74.57205,0.012938765,0.0537,,81.32,,1444640,78.06,79.04,1.01,79.03,,1444640,,,1.36,1656460800.0,,,78.97,USD,1374683,,,,15880048640.0,,,1724420,78.97,80.59,800,1374683,100.37,,2.24,50.54,77.43,False,0.0175,1100,81.32,,80.02,,https://logo.clearbit.com/stld.steeldynamics.com,,21.395721,,,,,4ac4a191-7d77-3794-bd5d-1e7c3487c6e5
478,SWAV,95054,Healthcare,657.0,"ShockWave Medical, Inc., a medical device company, engages in developing and commercializing intravascular lithotripsy technology for the treatment of calcified plaque in patients with peripheral vascular, coronary vascular, and heart valve diseases worldwide. The company offers M5 catheters for treating above-the-knee peripheral artery disease (PAD); C2 catheters for treating coronary artery disease; and S4 catheters for treating below-the-knee PAD. It serves interventional cardiologists, vascular surgeons, and interventional radiologists through sales representatives and sales managers, and distributors. The company was incorporated in 2009 and is headquartered in Santa Clara, California.",Santa Clara,510 279 4262,CA,United States,[],https://www.shockwavemedical.com,1,5403 Betsy Ross Drive,Medical Devices,0.11978,0.09698,0.84463,34276000.0,1.935,0.107030004,35799000.0,170.0,buy,195708000.0,6638875.0,213.0,269.08,,6.073,0.062319998,6.0,208.17,19.019,0.1228,245.0,201127008.0,50938000.0,298876992.0,5.619,USD,8.468,4.879,1.9,NMS,"ShockWave Medical, Inc.","ShockWave Medical, Inc.",America/New_York,EDT,False,-14400000,EQUITY,SWAV,finmb_254732700,us_market,,24.757,,206.693,,,-0.27,,35304500.0,,,,6.506,1970738.0,0.0551,,1640908800.0,0.90643,28986000.0,-1.986,,,41.35874,0.0124699995,1703980800.0,,1648684800.0,2.68,1655251200.0,35367425.0,1.276745,7399399936.0,2,,,,,,,,31.784761,1657843200.0,1.31,,-996.5925,,0.0558,1392614.0,,,,253.88,261.64,203.09285,,0.0,,270.92,,358090,253.88,281.8466,,261.64,,358090,,,,,,,260.5,USD,384016,,,,9499734016.0,,,491585,260.5,270.0,900,384016,314.9,,,113.36,259.0,False,,900,270.92,,269.08,,https://logo.clearbit.com/shockwavemedical.com,,,,,,,b982a142-bacf-3f18-8a4b-ccc29f0e89ac
479,SWKS,92617,Technology,11000.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, timing devices, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was incorporated in 1962 and is headquartered in Irvine, California.",Irvine,949 231 3000,CA,United States,[],https://www.skyworksinc.com,1,5260 California Avenue,Semiconductors,0.39359,0.25974,0.47877,1645699968.0,0.14,0.29149,2075500032.0,97.0,buy,2512400000.0,608875008.0,131.0,81.82,-0.046,3.984,0.13487001,24.0,141.71,46.359,0.27668,226.0,774800000.0,2405400064.0,5273299968.0,4.815,USD,31.998,2.258,2.5,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SWKS,finmb_1462309,us_market,,3.632,,9.228,,,10.84,,165387008.0,,,,28.542,3086277.0,0.019199999,,1633046400.0,0.76484,1369699968.0,7.224,,,2.8666527,0.0036199999,1696118400.0,,1648771200.0,1.41,1655251200.0,160275992.0,1.163899,19152236544.0,2,,956188800.0,2:1,,,,-0.059,2.5661285,1657843200.0,0.82,,7.5479703,,0.0217,3722827.0,,,,80.64,82.87,115.21905,0.024057541,0.26459998,,83.505,,2370340,80.64,98.2008,1.94,82.87,,2370340,,,2.24,1653264000.0,,,80.8784,USD,1793867,,,,13531965440.0,,,1936357,80.8784,81.8,900,1793867,174.14,,1.49,76.16,81.76,False,0.020599999,800,83.505,,81.82,,https://logo.clearbit.com/skyworksinc.com,,11.326135,,,,,3e3573db-84b3-3f81-a794-983ed41c6529
480,SYBT,40206,Financial Services,1018.0,"Stock Yards Bancorp, Inc. operates as a holding company for Stock Yards Bank & Trust Company that provides various financial services for individuals, corporations, and others in the United States. It operates in two segments, Commercial Banking, and WM&T. The Commercial Banking segment offers mortgage banking and deposit services; retail, commercial, and commercial real estate lending services; and online banking, mobile banking, private banking, leasing, treasury management, merchant, international banking, correspondent banking, and other banking services. This segment also provides securities brokerage services through an arrangement with a third party broker-dealer. The WM&T segment provides investment management, financial and retirement planning, and trust and estate services, as well as retirement plan management for businesses and corporations. The company operates through 73 full service banking center locations in Louisville, central, eastern and northern Kentucky, as well as Indianapolis, Indiana and Cincinnati, Ohio metropolitan markets. Stock Yards Bancorp, Inc. was founded in 1904 and is headquartered in Louisville, Kentucky.",Louisville,502 582 2571,KY,United States,[],https://www.syb.com,1,1040 East Main Street,Banks—Regional,0.0,0.29948,0.0,,0.491,0.47757998,,63.0,hold,236787000.0,,70.0,73.03,4.353,,0.01208,5.0,68.0,,0.118140005,71.0,573868992.0,196427008.0,275311008.0,19.624,USD,10.104,,3.0,NMS,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc.",America/New_York,EDT,False,-14400000,EQUITY,SYBT,finmb_355245,us_market,,5.974,,,,,2.93,,26584200.0,,,,19.456,1012604.0,0.0346,,1640908800.0,0.48002997,82451000.0,3.001,,,3.753598,0.037100002,1703980800.0,,1656547200.0,6.76,1655251200.0,27258862.0,0.665389,1644711424.0,2,,1464652800.0,3:2,,,,5.404,7.0518217,1657843200.0,2.27,,24.924913,,0.0355,870989.0,,,,71.42,72.16,60.65875,0.015121816,0.366,,73.1,,60350,71.42,69.067,1.08,72.16,,60350,,,1.12,1655337600.0,,,72.07,USD,62750,,,,1941444096.0,,,65635,72.07,115.9,2900,62750,73.1,,2.42,50.83,71.1,False,0.0162,900,73.1,,73.03,,https://logo.clearbit.com/syb.com,,24.335222,,,,,49e4787e-3d55-3ad8-94a1-b5aea94c893d
